ID;MODEL;CONFIG.;NR.ROWS;NR.FANS;HE;GAMMA;ED_MODEL;ED_TYPE;FUNCTIONALITY;CONTROL;FAN_TYPE;FAN_MODEL;ADIABATIC;FLOW_RATE_DRAIN;QA_FR_REF;DP_FR_REF;QA_FIL_REF;DP_FIL_REF;QA_EXCH_REF;DP_EXCH_REF;KV_FRAME;KV_FILT;KV_EXCH;Q_MAN;DP_MAN;KV_MAN;QW_MIN;QW_MAX;DH_SENSORS;LENGTH;WIDTH;HEIGHT;DRY WEIGHT D|A;DRY WEIGHT S|H;OPER WEIGHT D|A;OPER WEIGHT S|H;DISTANCE_LONG;DISTANCE_SHORT;NOMINAL SPRAY ADIAB;NOMINAL SPRAY BOOSTER;AUTOFLOW;MIN DESIGN TEMPERATURE;MAX DESIGN TEMPERATURE;DESIGN PRESSURE C|S;TEST PRESSURE C|S;DESIGN PRESSURE D;TEST PRESSURE D;INTERNAL VOLUME PER UNIT;MANIFOLD SIZE;SPRAY SYS. NOZZLE;SPRAY SYS. PIPING;ADIABATIC SYS. FRAME;ADIABATIC SYS. COOLING PADS;SYSTEM - STRUCTURE;SYSTEM - LADDER & WALKWAY;UNIT FRAME MATERIAL;UNIT FRAME COATINGS;SYSTEM LADDER;SYSTEM HANDRAILS
451;4DK-YV-072_E4;series;2;14;P30AC-4R-32T-7740-2PA-128C;4DK;4DK-YV-072_E4;V;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.66;3714.8894;;2256;39.7196;0.203;88.157;37.2238;138.555;-0.35;9.157;2.312;3.507;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;597;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
452;4DK-YW-072_E4;parallel;2;14;P30AC-4R-32T-7740-2PA-128C;4DK;4DK-YW-072_E4;W;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.66;3714.8894;;2256;79.4392;0.811;88.2113;74.4477;391.894;1.7858;9.157;2.312;3.507;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;687;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
453;4DK-YS-072_E4;parallel;2;14;P30AC-4R-32T-7740-2PA-64C;4DK;4DK-YS-072_E4;S;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.63;3714.8894;;2256.53;84.6449;1.398;71.5892;37.2238;219.905;1.4866;8.655;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;604;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
454;4DK-YP-081_E3;parallel;1;8;P30AC-3R-32T-8840-2PA-96C;4DK;4DK-YP-081_E3;P;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.65;3714.8894;;2574.17;39.8195;0.815;44.108;27.9179;157.174;1.4866;9.91;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;267.2;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
455;4DK-YD-081_E3;parallel;1;8;P30AC-3R-32T-8840-2PA-96C;4DK;4DK-YD-081_E3;D;D;Serial;EC;EBM_A3G800KU2103;4DK;65;18500;24.8;;;18500;51.65;3714.8894;;2574.17;65;2.171;44.1147;27.9179;157.174;1.8298;9.868;1.204;3.341;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;267.2;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
456;4DK-YV-081_E3;series;1;8;P30AC-3R-32T-8840-2PA-96C;4DK;4DK-YV-081_E3;V;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.65;3714.8894;;2574.17;19.9098;0.204;44.0809;13.9589;55.5693;-0.35;10.303;1.204;3.551;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;239.2;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
457;4DK-YW-081_E3;parallel;1;8;P30AC-3R-32T-8840-2PA-96C;4DK;4DK-YW-081_E3;W;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.65;3714.8894;;2574.17;39.8195;0.815;44.108;27.9179;157.174;1.8298;10.303;1.204;3.551;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;313.2;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
458;4DK-YS-081_E3;parallel;1;8;P30AC-3R-32T-8840-2PA-48C;4DK;4DK-YS-081_E3;S;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.67;3714.8894;;2573.67;42.4138;1.404;35.7951;13.9589;82.6822;1.4866;9.755;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;270.2;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
459;4DK-YX-081_E3;parallel;1;8;P40AC-3R-24T-8840A-2,0PA-36C;4DK;4DK-YX-081_E3;X;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;67.25;3714.8894;;2194.96;43.3849;0.967;44.119;10.4692;141.243;1.4866;9.91;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;363.4;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
460;4DK-YP-081_E4;parallel;1;8;P30AC-4R-32T-8840-2PA-128C;4DK;4DK-YP-081_E4;P;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.71;3714.8894;;2255.12;46.0958;1.092;44.1113;37.2238;187.683;1.4866;9.91;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;330;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
461;4DK-YD-081_E4;parallel;1;8;P30AC-4R-32T-8840-2PA-128C;4DK;4DK-YD-081_E4;D;D;Serial;EC;EBM_A3G800KU2103;4DK;75;18500;24.8;;;18000;63.71;3714.8894;;2255.12;75;2.891;44.11;37.2238;187.683;1.8298;9.868;1.204;3.341;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;330;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
462;4DK-YV-081_E4;series;1;8;P30AC-4R-32T-8840-2PA-128C;4DK;4DK-YV-081_E4;V;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.71;3714.8894;;2255.12;23.0479;0.273;44.1113;18.6119;66.3561;-0.35;10.303;1.204;3.551;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;302;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
463;4DK-YW-081_E4;parallel;1;8;P30AC-4R-32T-8840-2PA-128C;4DK;4DK-YW-081_E4;W;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.71;3714.8894;;2255.12;46.0958;1.092;44.1113;37.2238;187.683;1.8298;10.303;1.204;3.551;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;376;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
464;4DK-YS-081_E4;parallel;1;8;P30AC-4R-32T-8840-2PA-64C;4DK;4DK-YS-081_E4;S;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.73;3714.8894;;2254.76;48.4947;1.835;35.7995;18.6119;104.12;1.4866;9.755;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;333;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
465;4DK-YP-082_E3;parallel;2;16;P30AC-3R-32T-8840-2PA-96C;4DK;4DK-YP-082_E3;P;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.65;3714.8894;;2574.17;79.639;0.815;88.2159;55.8358;314.347;1.4866;9.91;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;527.4;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
466;4DK-YD-082_E3;parallel;2;16;P30AC-3R-32T-8840-2PA-96C;4DK;4DK-YD-082_E3;D;D;Serial;EC;EBM_A3G800KU2103;4DK;130;18500;24.8;;;18500;51.65;3714.8894;;2574.17;130;2.171;88.2294;55.8358;314.347;1.8298;9.868;2.312;3.341;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;527.4;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
467;4DK-YV-082_E3;series;2;16;P30AC-3R-32T-8840-2PA-96C;4DK;4DK-YV-082_E3;V;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.65;3714.8894;;2574.17;39.8195;0.204;88.1619;27.9179;111.139;-0.35;10.303;2.312;3.551;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;527.4;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
468;4DK-YW-082_E3;parallel;2;16;P30AC-3R-32T-8840-2PA-96C;4DK;4DK-YW-082_E3;W;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.65;3714.8894;;2574.17;79.639;0.815;88.2159;55.8358;314.347;1.8298;10.303;2.312;3.551;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;617.4;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
469;4DK-YS-082_E3;parallel;2;16;P30AC-3R-32T-8840-2PA-48C;4DK;4DK-YS-082_E3;S;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.67;3714.8894;;2573.67;84.8277;1.404;71.5903;27.9179;165.364;1.4866;9.755;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;534.4;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
470;4DK-YX-082_E3;parallel;2;16;P40AC-3R-24T-8840A-2,0PA-36C;4DK;4DK-YX-082_E3;X;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;67.25;3714.8894;;2194.96;86.7698;0.967;88.2379;20.9384;282.487;1.4866;9.91;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;720.8;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
471;4DK-YP-082_E4;parallel;2;16;P30AC-4R-32T-8840-2PA-128C;4DK;4DK-YP-082_E4;P;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.71;3714.8894;;2255.12;92.1917;1.092;88.2227;74.4477;375.367;1.4866;9.91;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;653;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
472;4DK-YD-082_E4;parallel;2;16;P30AC-4R-32T-8840-2PA-128C;4DK;4DK-YD-082_E4;D;D;Serial;EC;EBM_A3G800KU2103;4DK;150;18500;24.8;;;18000;63.71;3714.8894;;2255.12;150;2.891;88.22;74.4477;375.367;1.8298;9.868;2.312;3.341;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;653;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
473;4DK-YV-082_E4;series;2;16;P30AC-4R-32T-8840-2PA-128C;4DK;4DK-YV-082_E4;V;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.71;3714.8894;;2255.12;46.0958;0.273;88.2227;37.2238;132.712;-0.35;10.303;2.312;3.551;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;653;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
474;4DK-YW-082_E4;parallel;2;16;P30AC-4R-32T-8840-2PA-128C;4DK;4DK-YW-082_E4;W;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.71;3714.8894;;2255.12;92.1917;1.092;88.2227;74.4477;375.367;1.8298;10.303;2.312;3.551;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;743;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
475;4DK-YS-082_E4;parallel;2;16;P30AC-4R-32T-8840-2PA-64C;4DK;4DK-YS-082_E4;S;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.73;3714.8894;;2254.76;96.9895;1.835;71.5989;37.2238;208.239;1.4866;9.755;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;660;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
476;4DK-YP-091_E3;parallel;1;9;P30AC-3R-32T-9940-2PA-96C;4DK;4DK-YP-091_E3;P;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.74;3714.8894;;2571.93;62.401;2.001;44.1131;27.9179;149.288;1.4866;11.01;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;259.6;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
477;4DK-YD-091_E3;parallel;1;9;P30AC-3R-32T-9940-2PA-96C;4DK;4DK-YD-091_E3;D;D;Serial;EC;EBM_A3G800KU2103;4DK;75;18500;24.8;;;18500;51.74;3714.8894;;2571.93;75;2.891;44.11;27.9179;149.288;1.8738;10.984;1.204;3.385;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;287.6;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
478;4DK-YV-091_E3;series;1;9;P30AC-3R-32T-9940-2PA-96C;4DK;4DK-YV-091_E3;V;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.74;3714.8894;;2571.93;31.2005;0.5;44.1242;13.9589;52.7812;-0.35;11.449;1.204;3.596;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;287.6;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
479;4DK-YW-091_E3;parallel;1;9;P30AC-3R-32T-9940-2PA-96C;4DK;4DK-YW-091_E3;W;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.74;3714.8894;;2571.93;62.401;2.001;44.1131;27.9179;149.288;1.8738;11.449;1.204;3.596;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;333.6;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
480;4DK-YS-091_E3;parallel;1;9;P30AC-3R-32T-9940-2PA-48C;4DK;4DK-YS-091_E3;S;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.72;3714.8894;;2572.42;48.0288;1.8;35.7985;13.9589;78.3421;1.4866;10.855;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;290.6;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
481;4DK-YX-091_E3;parallel;1;9;P40AC-3R-24T-9940A-2,0PA-36C;4DK;4DK-YX-091_E3;X;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;67.31;3714.8894;;2193.98;49.3132;1.25;44.1071;10.4692;132.849;1.4866;11.01;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;391.6;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
482;4DK-YP-091_E4;parallel;1;9;P30AC-4R-32T-9940-2PA-128C;4DK;4DK-YP-091_E4;P;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.77;3714.8894;;2254.05;52.1735;1.399;44.1104;37.2238;180.241;1.4866;11.01;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;330;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
483;4DK-YD-091_E4;parallel;1;9;P30AC-4R-32T-9940-2PA-128C;4DK;4DK-YD-091_E4;D;D;Serial;EC;EBM_A3G800KU2103;4DK;85;18500;24.8;;;18000;63.77;3714.8894;;2254.05;85;3.713;44.112;37.2238;180.241;1.8738;10.984;1.204;3.385;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;358;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
484;4DK-YV-091_E4;series;1;9;P30AC-4R-32T-9940-2PA-128C;4DK;4DK-YV-091_E4;V;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.77;3714.8894;;2254.05;26.0867;0.35;44.0947;18.6119;63.7247;-0.35;11.449;1.204;3.596;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;358;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
485;4DK-YW-091_E4;parallel;1;9;P30AC-4R-32T-9940-2PA-128C;4DK;4DK-YW-091_E4;W;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.77;3714.8894;;2254.05;52.1735;1.399;44.1104;37.2238;180.241;1.8738;11.449;1.204;3.596;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;404;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
486;4DK-YS-091_E4;parallel;1;9;P30AC-4R-32T-9940-2PA-64C;4DK;4DK-YS-091_E4;S;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.79;3714.8894;;2253.7;55.1222;2.371;35.7981;18.6119;98.9586;1.4866;10.855;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;361;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
487;4DK-YP-092_E3;parallel;2;18;P30AC-3R-32T-9940-2PA-96C;4DK;4DK-YP-092_E3;P;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.74;3714.8894;;2571.93;124.802;2.001;88.2263;55.8358;298.576;1.4866;11.01;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;568.2;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
488;4DK-YD-092_E3;parallel;2;18;P30AC-3R-32T-9940-2PA-96C;4DK;4DK-YD-092_E3;D;D;Serial;EC;EBM_A3G800KU2103;4DK;150;18500;24.8;;;18500;51.74;3714.8894;;2571.93;150;2.891;88.22;55.8358;298.576;1.8738;10.984;2.312;3.385;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;568.2;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
489;4DK-YV-092_E3;series;2;18;P30AC-3R-32T-9940-2PA-96C;4DK;4DK-YV-092_E3;V;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.74;3714.8894;;2571.93;62.401;0.5;88.2483;27.9179;105.562;-0.35;11.449;2.312;3.595;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;568.2;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
490;4DK-YW-092_E3;parallel;2;18;P30AC-3R-32T-9940-2PA-96C;4DK;4DK-YW-092_E3;W;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.74;3714.8894;;2571.93;124.802;2.001;88.2263;55.8358;298.576;1.8738;11.449;2.312;3.595;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;658.2;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
491;4DK-YS-092_E3;parallel;2;18;P30AC-3R-32T-9940-2PA-48C;4DK;4DK-YS-092_E3;S;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.72;3714.8894;;2572.42;96.0576;1.8;71.5971;27.9179;156.684;1.4866;10.855;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;575.2;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
492;4DK-YX-092_E3;parallel;2;18;P40AC-3R-24T-9940A-2,0PA-36C;4DK;4DK-YX-092_E3;X;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;67.31;3714.8894;;2193.98;98.6264;1.25;88.2141;20.9384;265.698;1.4866;11.01;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;777.2;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
493;4DK-YP-092_E4;parallel;2;18;P30AC-4R-32T-9940-2PA-128C;4DK;4DK-YP-092_E4;P;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.77;3714.8894;;2254.05;104.347;1.399;88.2208;74.4477;360.481;1.4866;11.01;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;709;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
494;4DK-YD-092_E4;parallel;2;18;P30AC-4R-32T-9940-2PA-128C;4DK;4DK-YD-092_E4;D;D;Serial;EC;EBM_A3G800KU2103;4DK;170;18500;24.8;;;18000;63.77;3714.8894;;2254.05;170;3.713;88.2239;74.4477;360.481;1.8738;10.984;2.312;3.385;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;709;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
495;4DK-YV-092_E4;series;2;18;P30AC-4R-32T-9940-2PA-128C;4DK;4DK-YV-092_E4;V;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.77;3714.8894;;2254.05;52.1735;0.35;88.1893;37.2238;127.449;-0.35;11.449;2.312;3.595;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;709;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
496;4DK-YW-092_E4;parallel;2;18;P30AC-4R-32T-9940-2PA-128C;4DK;4DK-YW-092_E4;W;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.77;3714.8894;;2254.05;104.347;1.399;88.2208;74.4477;360.481;1.8738;11.449;2.312;3.595;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;799;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
497;4DK-YS-092_E4;parallel;2;18;P30AC-4R-32T-9940-2PA-64C;4DK;4DK-YS-092_E4;S;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.79;3714.8894;;2253.7;110.244;2.371;71.5963;37.2238;197.917;1.4866;10.855;2.312;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;716;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
498;4DK-YP-101_E3;parallel;1;10;P30AC-3R-32T-11040-2PA-96C;4DK;4DK-YP-101_E3;P;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.78;3714.8894;;2570.93;69.8469;2.507;44.1133;27.9179;142.552;1.4866;12.11;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;308;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
499;4DK-YD-101_E3;parallel;1;10;P30AC-3R-32T-11040-2PA-96C;4DK;4DK-YD-101_E3;D;D;Serial;EC;EBM_A3G800KU2103;4DK;85;18500;24.8;;;18500;51.78;3714.8894;;2570.93;85;3.713;44.112;27.9179;142.552;1.9178;12.1;1.204;3.43;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;308;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
500;4DK-YV-101_E3;series;1;10;P30AC-3R-32T-11040-2PA-96C;4DK;4DK-YV-101_E3;V;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.78;3714.8894;;2570.93;34.9234;0.627;44.1045;13.9589;50.3998;-0.35;12.46;1.204;3.64;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;308;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
501;4DK-YW-101_E3;parallel;1;10;P30AC-3R-32T-11040-2PA-96C;4DK;4DK-YW-101_E3;W;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.78;3714.8894;;2570.93;69.8469;2.507;44.1133;27.9179;142.552;1.9178;12.46;1.204;3.64;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;354;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
502;4DK-YS-101_E3;parallel;1;10;P30AC-3R-32T-11040-2PA-48C;4DK;4DK-YS-101_E3;S;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18500;51.76;3714.8894;;2571.43;53.5918;2.241;35.7995;13.9589;74.5404;1.4866;11.955;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;311;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
503;4DK-YX-101_E3;parallel;1;10;P40AC-3R-24T-11040A-2,0PA-36C;4DK;4DK-YX-101_E3;X;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;67.36;3714.8894;;2193.17;55.3192;1.573;44.1074;10.4692;126.092;1.4866;12.11;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;420.2;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
504;4DK-YP-101_E4;parallel;1;10;P30AC-4R-32T-11040-2PA-128C;4DK;4DK-YP-101_E4;P;D;Serial;EC;EBM_A3G800KU2103;4DK;;18500;24.8;;;18000;63.82;3714.8894;;2253.17;58.6339;1.767;44.1093;37.2238;173.496;1.4866;12.11;1.204;2.97;;;;;0.6;1.5;;;;-30;80;10;14;;;386;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
505;4DK-YD-101_E4;parallel;1;10;P30AC-4R-32T-11040-2PA-128C;4DK;4DK-YD-101_E4;D;D;Serial;EC;EBM_A3G800KU2103;4DK;95;18500;24.8;;;18000;63.82;3714.8894;;2253.17;95;4.638;44.1122;37.2238;173.496;1.9178;12.1;1.204;3.43;;;;;0.6;1.5;;;;-30;80;1.5;2.2;;;386;DN200;Plastic;AISI304;;Cellulose;;HDG Steel;AISI 304;Natural finish;HDG Steel;HDG Steel
